11196.66 ,55.40 ,15.01 
11252.37 ,55.29 ,15.03 
11186.94 ,55.22 ,15.00 
11226.37 ,55.13 ,15.02 
11176.39 ,55.07 ,15.00 
11318.61 ,54.99 ,15.06 
11244.70 ,54.96 ,15.03 
11060.19 ,54.92 ,14.95 
11186.95 ,54.82 ,15.00 
11063.79 ,54.75 ,14.95 
11256.53 ,54.66 ,15.03 
11214.16 ,54.64 ,15.01 
11231.08 ,54.61 ,15.02 
11247.18 ,54.59 ,15.03 
11306.62 ,54.58 ,15.05 
11166.73 ,54.59 ,14.99 
11179.49 ,54.56 ,15.00 
11230.62 ,54.52 ,15.02 
11255.19 ,54.51 ,15.03 
11114.47 ,54.51 ,14.97 
11153.05 ,54.47 ,14.98 
11193.12 ,54.43 ,15.00 
11024.42 ,54.41 ,14.93 
11269.28 ,54.35 ,15.03 
11122.63 ,54.35 ,14.97 
11269.10 ,54.33 ,15.03 
11138.77 ,54.35 ,14.98 
11234.24 ,54.33 ,15.02 
11246.58 ,54.34 ,15.02 
11179.51 ,54.36 ,14.99 
11229.09 ,54.36 ,15.02 
11182.67 ,54.37 ,15.00 
11228.45 ,54.36 ,15.02 
11117.61 ,54.37 ,14.97 
11142.44 ,54.35 ,14.98 
11285.97 ,54.33 ,15.04 
11149.77 ,54.36 ,14.98 
11207.36 ,54.35 ,15.01 
11085.15 ,54.35 ,14.95 
11164.88 ,54.32 ,14.99 
11140.30 ,54.31 ,14.98 
11174.47 ,54.30 ,14.99 
11257.56 ,54.29 ,15.03 
11257.36 ,54.32 ,15.03 
11269.95 ,54.35 ,15.03 
11201.68 ,54.39 ,15.00 
11224.41 ,54.40 ,15.01 
11119.95 ,54.41 ,14.97 
11160.77 ,54.39 ,14.99 
11276.50 ,54.37 ,15.04 
11251.23 ,54.40 ,15.03 
11220.05 ,54.42 ,15.01 
11106.79 ,54.43 ,14.96 
11212.61 ,54.40 ,15.01 
11217.00 ,54.40 ,15.01 
11163.55 ,54.41 ,14.99 
11210.48 ,54.40 ,15.01 
11363.48 ,54.40 ,15.08 
11159.39 ,54.45 ,14.99 
11082.20 ,54.45 ,14.95 
11012.06 ,54.41 ,14.92 
11140.68 ,54.34 ,14.98 
11146.69 ,54.31 ,14.98 
11113.64 ,54.30 ,14.97 
11328.70 ,54.28 ,15.06 
11256.69 ,54.33 ,15.03 
11236.29 ,54.36 ,15.02 
11219.20 ,54.39 ,15.01 
10998.58 ,54.40 ,14.92 
11304.77 ,54.34 ,15.05 
11193.05 ,54.37 ,15.00 
11130.64 ,54.38 ,14.97 
11053.88 ,54.36 ,14.94 
11197.80 ,54.32 ,15.00 
11331.99 ,54.32 ,15.06 
11215.71 ,54.37 ,15.01 
11247.80 ,54.39 ,15.02 
11178.30 ,54.41 ,14.99 
11259.96 ,54.41 ,15.03 
11088.01 ,54.43 ,14.96 
11255.68 ,54.40 ,15.03 
11226.01 ,54.41 ,15.02 
11178.15 ,54.42 ,14.99 
11203.95 ,54.42 ,15.01 
11297.54 ,54.42 ,15.05 
11192.36 ,54.45 ,15.00 
11249.98 ,54.45 ,15.03 
11102.85 ,54.46 ,14.96 
11269.97 ,54.43 ,15.03 
11312.57 ,54.44 ,15.05 
11150.57 ,54.48 ,14.98 
11122.20 ,54.46 ,14.97 
11126.03 ,54.43 ,14.97 
11237.29 ,54.40 ,15.02 
11139.93 ,54.40 ,14.98 
11184.55 ,54.38 ,15.00 
11096.90 ,54.37 ,14.96 
11260.73 ,54.34 ,15.03 
11140.41 ,54.36 ,14.98 
11250.16 ,54.35 ,15.03 
11242.36 ,54.36 ,15.02 
11179.90 ,54.38 ,15.00 
11211.25 ,54.38 ,15.01 
11169.36 ,54.39 ,14.99 
11166.38 ,54.38 ,14.99 
11268.31 ,54.37 ,15.03 
11193.72 ,54.39 ,15.00 
11117.31 ,54.39 ,14.97 
11296.49 ,54.37 ,15.05 
11120.59 ,54.40 ,14.97 
11219.51 ,54.37 ,15.01 
11134.47 ,54.38 ,14.98 
11170.42 ,54.36 ,14.99 
11218.12 ,54.35 ,15.01 
11261.83 ,54.36 ,15.03 
11168.19 ,54.38 ,14.99 
11213.68 ,54.38 ,15.01 
11176.19 ,54.38 ,14.99 
11192.23 ,54.38 ,15.00 
11111.24 ,54.37 ,14.96 
11182.64 ,54.35 ,15.00 
11291.43 ,54.34 ,15.04 
11135.07 ,54.37 ,14.98 
11104.19 ,54.36 ,14.96 
11297.36 ,54.33 ,15.05 
11269.60 ,54.36 ,15.03 
11243.75 ,54.39 ,15.02 
11092.71 ,54.41 ,14.96 
11295.53 ,54.38 ,15.05 
11150.66 ,54.41 ,14.98 
11109.77 ,54.39 ,14.96 
11144.20 ,54.36 ,14.98 
11215.46 ,54.34 ,15.01 
11235.28 ,54.35 ,15.02 
11205.78 ,54.36 ,15.01 
11173.53 ,54.37 ,14.99 
11312.40 ,54.36 ,15.05 
11147.69 ,54.40 ,14.98 
11198.31 ,54.39 ,15.00 
11142.77 ,54.39 ,14.98 
11219.45 ,54.37 ,15.01 
11061.88 ,54.37 ,14.94 
11235.97 ,54.33 ,15.02 
11117.74 ,54.34 ,14.97 
11184.93 ,54.32 ,15.00 
11120.91 ,54.31 ,14.97 
11109.22 ,54.29 ,14.96 
11066.10 ,54.27 ,14.94 
11127.67 ,54.23 ,14.97 
11207.12 ,54.22 ,15.01 
11225.81 ,54.23 ,15.01 
11296.24 ,54.26 ,15.05 
11235.20 ,54.31 ,15.02 
11047.90 ,54.34 ,14.94 
11123.17 ,54.30 ,14.97 
11182.78 ,54.28 ,15.00 
11023.45 ,54.28 ,14.93 
11171.80 ,54.24 ,14.99 
11153.05 ,54.23 ,14.98 
11215.00 ,54.23 ,15.01 
11229.96 ,54.25 ,15.02 
11252.54 ,54.28 ,15.03 
11178.36 ,54.32 ,14.99 
11176.05 ,54.33 ,14.99 
11289.01 ,54.33 ,15.04 
11314.61 ,54.37 ,15.05 
11164.92 ,54.42 ,14.99 
11201.05 ,54.41 ,15.00 
11125.92 ,54.42 ,14.97 
11193.52 ,54.39 ,15.00 
11242.38 ,54.39 ,15.02 
11150.93 ,54.40 ,14.98 
11199.71 ,54.39 ,15.00 
11193.33 ,54.39 ,15.00 
11149.11 ,54.39 ,14.98 
11155.00 ,54.37 ,14.98 
11317.69 ,54.36 ,15.06 
11123.60 ,54.39 ,14.97 
11157.77 ,54.38 ,14.99 
11090.55 ,54.36 ,14.96 
11185.32 ,54.33 ,15.00 
11218.38 ,54.32 ,15.01 
11156.35 ,54.33 ,14.98 
11214.85 ,54.32 ,15.01 
11143.18 ,54.33 ,14.98 
11276.87 ,54.32 ,15.04 
11189.33 ,54.35 ,15.00 
11243.59 ,54.36 ,15.02 
11337.74 ,54.38 ,15.06 
11219.93 ,54.42 ,15.01 
11280.03 ,54.44 ,15.04 
11206.92 ,54.46 ,15.01 
11169.19 ,54.46 ,14.99 
11128.33 ,54.44 ,14.97 
11164.86 ,54.41 ,14.99 
11268.75 ,54.39 ,15.03 
11248.69 ,54.41 ,15.03 
11121.17 ,54.42 ,14.97 
11177.99 ,54.39 ,14.99 
11104.01 ,54.38 ,14.96 
11212.08 ,54.34 ,15.01 
11256.57 ,54.34 ,15.03 
11141.23 ,54.36 ,14.98 
11004.56 ,54.34 ,14.92 
11238.93 ,54.28 ,15.02 
11407.65 ,54.29 ,15.09 
11227.26 ,54.36 ,15.02 
11211.05 ,54.38 ,15.01 
11210.00 ,54.39 ,15.01 
11255.36 ,54.39 ,15.03 
11331.13 ,54.41 ,15.06 
11292.76 ,54.45 ,15.04 
11176.68 ,54.48 ,14.99 
11191.13 ,54.47 ,15.00 
11206.72 ,54.45 ,15.01 
11132.96 ,54.44 ,14.97 
11268.52 ,54.41 ,15.03 
11201.46 ,54.42 ,15.00 
11295.36 ,54.41 ,15.05 
11177.38 ,54.44 ,14.99 
11301.59 ,54.42 ,15.05 
11062.94 ,54.45 ,14.94 
11313.42 ,54.40 ,15.05 
11088.82 ,54.42 ,14.96 
11120.68 ,54.38 ,14.97 
11194.91 ,54.34 ,15.00 
11094.31 ,54.33 ,14.96 
11223.38 ,54.29 ,15.01 
11228.63 ,54.30 ,15.02 
11280.52 ,54.31 ,15.04 
11164.47 ,54.34 ,14.99 
11219.71 ,54.33 ,15.01 
11208.16 ,54.34 ,15.01 
11238.78 ,54.34 ,15.02 
11233.79 ,54.35 ,15.02 
11124.75 ,54.37 ,14.97 
11310.20 ,54.34 ,15.05 
11165.54 ,54.37 ,14.99 
11130.20 ,54.36 ,14.97 
11124.88 ,54.34 ,14.97 
11272.11 ,54.31 ,15.04 
11181.01 ,54.33 ,15.00 
11373.46 ,54.33 ,15.08 
11177.73 ,54.38 ,14.99 
11181.57 ,54.38 ,15.00 
11218.76 ,54.37 ,15.01 
11112.14 ,54.37 ,14.97 
11172.90 ,54.34 ,14.99 
11085.89 ,54.33 ,14.95 
11262.49 ,54.29 ,15.03 
11212.24 ,54.31 ,15.01 
11109.76 ,54.31 ,14.96 
11196.80 ,54.29 ,15.00 
11165.59 ,54.29 ,14.99 
11285.37 ,54.28 ,15.04 
11283.42 ,54.31 ,15.04 
11235.61 ,54.35 ,15.02 
11224.20 ,54.37 ,15.01 
11244.87 ,54.38 ,15.02 
11139.48 ,54.39 ,14.98 
11215.64 ,54.37 ,15.01 
11164.52 ,54.37 ,14.99 
11249.38 ,54.36 ,15.03 
11179.32 ,54.37 ,14.99 
11317.27 ,54.36 ,15.06 
11202.46 ,54.39 ,15.01 
11276.33 ,54.40 ,15.04 
11188.24 ,54.42 ,15.00 
11090.08 ,54.41 ,14.96 
11215.75 ,54.37 ,15.01 
11177.98 ,54.36 ,14.99 
11098.39 ,54.35 ,14.96 
11207.25 ,54.31 ,15.01 
11210.09 ,54.31 ,15.01 
11167.32 ,54.31 ,14.99 
11284.35 ,54.31 ,15.04 
11138.21 ,54.33 ,14.98 
11129.08 ,54.32 ,14.97 
11191.91 ,54.30 ,15.00 
11218.65 ,54.29 ,15.01 
11157.94 ,54.30 ,14.99 
11174.14 ,54.29 ,14.99 
11119.76 ,54.29 ,14.97 
11327.54 ,54.27 ,15.06 
11322.43 ,54.31 ,15.06 
11089.44 ,54.36 ,14.96 
11321.90 ,54.33 ,15.06 
11131.16 ,54.37 ,14.97 
11171.03 ,54.35 ,14.99 
11228.82 ,54.34 ,15.02 
11169.75 ,54.35 ,14.99 
11281.47 ,54.34 ,15.04 
11273.37 ,54.36 ,15.04 
11084.05 ,54.39 ,14.95 
11119.89 ,54.35 ,14.97 
11140.90 ,54.32 ,14.98 
11220.28 ,54.30 ,15.01 
11162.98 ,54.30 ,14.99 
11239.44 ,54.29 ,15.02 
11207.19 ,54.31 ,15.01 
11123.74 ,54.32 ,14.97 
11201.43 ,54.30 ,15.00 
11141.96 ,54.30 ,14.98 
11150.10 ,54.28 ,14.98 
11285.88 ,54.27 ,15.04 
11081.78 ,54.30 ,14.95 
11057.65 ,54.27 ,14.94 
11225.70 ,54.23 ,15.01 
11088.75 ,54.24 ,14.95 
11183.52 ,54.22 ,15.00 
11209.28 ,54.22 ,15.01 
11174.83 ,54.24 ,14.99 
11154.52 ,54.24 ,14.98 
11180.15 ,54.24 ,14.99 
11273.62 ,54.25 ,15.04 
11149.48 ,54.28 ,14.98 
11232.83 ,54.28 ,15.02 
11150.22 ,54.30 ,14.98 
11230.45 ,54.29 ,15.02 
11143.40 ,54.31 ,14.98 
11271.99 ,54.30 ,15.04 
11204.21 ,54.33 ,15.01 
11298.67 ,54.34 ,15.05 
11212.68 ,54.38 ,15.01 
11249.21 ,54.39 ,15.03 
11277.60 ,54.40 ,15.04 
11219.64 ,54.43 ,15.01 
11164.47 ,54.43 ,14.99 
11183.05 ,54.42 ,15.00 
11126.12 ,54.40 ,14.97 
11053.45 ,54.37 ,14.94 
11201.88 ,54.32 ,15.00 
11228.25 ,54.31 ,15.02 
11208.85 ,54.32 ,15.01 
11171.13 ,54.33 ,14.99 
11163.84 ,54.32 ,14.99 
11268.17 ,54.31 ,15.03 
11217.87 ,54.33 ,15.01 
11299.30 ,54.34 ,15.05 
11246.54 ,54.38 ,15.02 
11289.68 ,54.40 ,15.04 
11098.04 ,54.43 ,14.96 
11173.48 ,54.39 ,14.99 
11257.96 ,54.37 ,15.03 
11314.31 ,54.38 ,15.05 
11075.60 ,54.42 ,14.95 
11196.95 ,54.38 ,15.00 
11322.69 ,54.36 ,15.06 
11201.69 ,54.40 ,15.00 
11148.69 ,54.40 ,14.98 
11094.74 ,54.38 ,14.96 
11187.17 ,54.33 ,15.00 
11216.82 ,54.32 ,15.01 
11206.33 ,54.32 ,15.01 
11179.71 ,54.32 ,14.99 
11193.53 ,54.32 ,15.00 
11234.90 ,54.32 ,15.02 
11253.64 ,54.33 ,15.03 
11087.37 ,54.35 ,14.95 
11236.38 ,54.31 ,15.02 
11150.97 ,54.32 ,14.98 
11229.86 ,54.30 ,15.02 
11150.96 ,54.31 ,14.98 
11274.60 ,54.30 ,15.04 
11258.45 ,54.32 ,15.03 
11137.63 ,54.35 ,14.98 
11152.06 ,54.33 ,14.98 
11305.42 ,54.31 ,15.05 
11255.49 ,54.34 ,15.03 
11062.04 ,54.37 ,14.94 
11226.15 ,54.32 ,15.02 
11218.13 ,54.32 ,15.01 
11131.04 ,54.33 ,14.97 
11106.63 ,54.31 ,14.96 
11215.50 ,54.28 ,15.01 
11112.29 ,54.28 ,14.96 
11237.20 ,54.26 ,15.02 
11187.81 ,54.27 ,15.00 
11076.28 ,54.27 ,14.95 
11246.68 ,54.24 ,15.02 
11131.29 ,54.26 ,14.97 
11158.23 ,54.25 ,14.98 
11319.84 ,54.24 ,15.06 
11175.22 ,54.29 ,14.99 
11180.43 ,54.29 ,14.99 
11257.74 ,54.29 ,15.03 
11278.37 ,54.32 ,15.04 
11155.90 ,54.35 ,14.98 
11145.12 ,54.34 ,14.98 
11134.18 ,54.32 ,14.97 
11227.48 ,54.30 ,15.02 
11176.65 ,54.31 ,14.99 
11217.21 ,54.31 ,15.01 
11273.82 ,54.31 ,15.04 
11265.25 ,54.34 ,15.03 
11134.04 ,54.37 ,14.97 
11130.85 ,54.35 ,14.97 
11238.59 ,54.33 ,15.02 
11223.99 ,54.33 ,15.01 
11245.98 ,54.34 ,15.02 
11213.32 ,54.36 ,15.01 
11084.98 ,54.37 ,14.95 
11130.05 ,54.33 ,14.97 
11150.90 ,54.30 ,14.98 
11169.83 ,54.28 ,14.99 
11197.72 ,54.27 ,15.00 
11189.12 ,54.28 ,15.00 
11151.13 ,54.28 ,14.98 
11208.48 ,54.27 ,15.01 
11200.66 ,54.28 ,15.00 
11177.24 ,54.28 ,14.99 
11166.03 ,54.28 ,14.99 
11099.84 ,54.28 ,14.96 
11264.69 ,54.25 ,15.03 
11277.42 ,54.28 ,15.04 
11224.57 ,54.31 ,15.01 
11127.64 ,54.33 ,14.97 
11222.18 ,54.31 ,15.01 
11107.88 ,54.32 ,14.96 
11209.28 ,54.29 ,15.01 
11220.29 ,54.30 ,15.01 
11261.85 ,54.31 ,15.03 
11272.79 ,54.33 ,15.04 
11243.70 ,54.36 ,15.02 
11111.99 ,54.38 ,14.97 
11258.62 ,54.35 ,15.03 
11122.55 ,54.37 ,14.97 
11120.75 ,54.34 ,14.97 
11385.96 ,54.31 ,15.08 
11173.26 ,54.37 ,14.99 
11158.49 ,54.37 ,14.99 
11219.56 ,54.35 ,15.01 
11056.04 ,54.34 ,14.94 
11059.12 ,54.28 ,14.94 
10927.09 ,54.21 ,14.88 
10842.97 ,54.11 ,14.84 
10730.68 ,53.98 ,14.79 
10695.91 ,53.82 ,14.78 
10536.06 ,53.66 ,14.70 
10590.29 ,53.46 ,14.73 
10411.34 ,53.30 ,14.64 
10337.22 ,53.09 ,14.61 
10228.88 ,52.88 ,14.56 
10185.94 ,52.65 ,14.54 
10239.00 ,52.42 ,14.56 
10091.93 ,52.24 ,14.49 
9851.51 ,52.04 ,14.38 
9854.70 ,51.77 ,14.38 
9805.71 ,51.53 ,14.35 
9694.43 ,51.30 ,14.30 
9661.29 ,51.06 ,14.28 
9568.19 ,50.84 ,14.23 
9593.52 ,50.61 ,14.25 
9428.04 ,50.42 ,14.16 
9315.06 ,50.21 ,14.11 
9334.17 ,49.98 ,14.12 
9168.97 ,49.79 ,14.03 
9181.31 ,49.56 ,14.04 
9185.15 ,49.37 ,14.04 
9045.49 ,49.22 ,13.97 
9013.23 ,49.04 ,13.95 
8911.58 ,48.88 ,13.90 
8809.55 ,48.71 ,13.85 
8833.46 ,48.52 ,13.86 
8604.43 ,48.37 ,13.74 
8795.55 ,48.17 ,13.84 
8580.58 ,48.06 ,13.73 
8542.61 ,47.90 ,13.71 
8420.48 ,47.75 ,13.64 
8319.88 ,47.59 ,13.59 
8219.83 ,47.41 ,13.53 
8331.33 ,47.21 ,13.60 
8119.97 ,47.09 ,13.48 
8095.10 ,46.92 ,13.47 
8067.85 ,46.76 ,13.45 
7961.93 ,46.62 ,13.39 
7971.37 ,46.47 ,13.40 
7907.12 ,46.35 ,13.36 
7813.83 ,46.23 ,13.31 
7817.54 ,46.10 ,13.31 
7686.42 ,45.99 ,13.24 
7652.46 ,45.86 ,13.22 
7673.85 ,45.74 ,13.23 
7588.40 ,45.65 ,13.18 
7550.27 ,45.55 ,13.16 
7543.15 ,45.46 ,13.15 
7452.49 ,45.39 ,13.10 
7375.79 ,45.30 ,13.06 
7347.74 ,45.20 ,13.04 
7316.67 ,45.11 ,13.02 
7153.91 ,45.03 ,12.92 
7182.80 ,44.90 ,12.94 
7088.22 ,44.80 ,12.88 
7129.22 ,44.69 ,12.91 
7102.20 ,44.61 ,12.89 
7068.47 ,44.55 ,12.87 
6930.79 ,44.49 ,12.79 
6907.35 ,44.40 ,12.77 
6945.23 ,44.31 ,12.80 
6859.62 ,44.25 ,12.74 
6794.15 ,44.18 ,12.70 
6763.93 ,44.10 ,12.68 
6741.84 ,44.03 ,12.67 
6733.24 ,43.96 ,12.66 
6639.35 ,43.90 ,12.60 
6587.70 ,43.83 ,12.57 
6592.40 ,43.75 ,12.57 
6563.28 ,43.68 ,12.56 
6518.88 ,43.62 ,12.53 
6518.71 ,43.56 ,12.53 
6570.93 ,43.52 ,12.56 
6477.96 ,43.51 ,12.50 
6337.24 ,43.49 ,12.41 
6346.51 ,43.41 ,12.42 
6253.77 ,43.34 ,12.35 
6266.75 ,43.25 ,12.36 
6329.76 ,43.17 ,12.41 
6321.90 ,43.15 ,12.40 
6326.60 ,43.13 ,12.40 
6164.02 ,43.14 ,12.29 
6211.65 ,43.09 ,12.33 
6125.23 ,43.06 ,12.27 
6185.64 ,43.01 ,12.31 
6153.40 ,42.99 ,12.29 
6065.10 ,42.97 ,12.23 
5957.45 ,42.93 ,12.15 
6035.22 ,42.84 ,12.21 
5966.08 ,42.80 ,12.16 
5952.56 ,42.74 ,12.15 
5961.21 ,42.69 ,12.16 
5897.14 ,42.65 ,12.11 
6015.26 ,42.60 ,12.20 
5917.07 ,42.61 ,12.13 
5877.77 ,42.60 ,12.10 
5893.42 ,42.57 ,12.11 
5814.67 ,42.56 ,12.06 
5917.51 ,42.52 ,12.13 
5827.16 ,42.53 ,12.07 
5858.76 ,42.52 ,12.09 
5822.77 ,42.53 ,12.06 
5752.25 ,42.52 ,12.01 
5768.56 ,42.50 ,12.02 
5804.60 ,42.48 ,12.05 
5827.64 ,42.48 ,12.07 
5796.32 ,42.51 ,12.04 
5805.97 ,42.53 ,12.05 
5728.40 ,42.56 ,12.00 
5823.27 ,42.55 ,12.06 
5845.44 ,42.59 ,12.08 
5797.42 ,42.65 ,12.04 
5684.97 ,42.69 ,11.97 
5759.66 ,42.67 ,12.02 
5753.63 ,42.69 ,12.01 
5714.53 ,42.71 ,11.99 
5730.83 ,42.71 ,12.00 
5705.28 ,42.73 ,11.98 
5742.14 ,42.73 ,12.01 
5737.66 ,42.76 ,12.00 
5764.93 ,42.78 ,12.02 
5739.96 ,42.82 ,12.00 
5738.33 ,42.85 ,12.00 
5752.55 ,42.88 ,12.01 
5726.48 ,42.91 ,12.00 
5672.64 ,42.94 ,11.96 
5777.11 ,42.94 ,12.03 
5745.43 ,42.98 ,12.01 
5772.95 ,43.01 ,12.03 
5808.44 ,43.05 ,12.05 
5755.25 ,43.11 ,12.02 
5739.16 ,43.15 ,12.00 
5710.35 ,43.17 ,11.99 
5767.52 ,43.18 ,12.02 
5869.08 ,43.21 ,12.09 
5832.61 ,43.29 ,12.07 
5871.19 ,43.35 ,12.10 
5923.26 ,43.42 ,12.13 
5844.91 ,43.52 ,12.08 
5911.78 ,43.58 ,12.12 
5971.46 ,43.65 ,12.16 
5855.94 ,43.75 ,12.09 
5878.28 ,43.79 ,12.10 
5930.59 ,43.83 ,12.14 
5969.37 ,43.89 ,12.16 
5936.63 ,43.96 ,12.14 
5964.60 ,44.01 ,12.16 
5913.24 ,44.07 ,12.13 
5962.22 ,44.10 ,12.16 
6063.23 ,44.14 ,12.23 
6154.72 ,44.22 ,12.29 
6073.38 ,44.34 ,12.24 
6217.53 ,44.42 ,12.33 
6133.04 ,44.55 ,12.28 
6126.97 ,44.64 ,12.27 
6234.34 ,44.71 ,12.34 
6164.91 ,44.81 ,12.30 
6347.94 ,44.88 ,12.42 
6240.61 ,45.01 ,12.35 
6293.21 ,45.09 ,12.38 
6331.94 ,45.18 ,12.41 
6295.52 ,45.27 ,12.39 
6428.49 ,45.34 ,12.47 
6409.86 ,45.45 ,12.46 
6554.87 ,45.55 ,12.55 
6431.06 ,45.69 ,12.47 
6518.41 ,45.78 ,12.53 
6497.96 ,45.88 ,12.52 
6551.07 ,45.96 ,12.55 
6611.96 ,46.05 ,12.59 
6643.94 ,46.15 ,12.61 
6646.76 ,46.25 ,12.61 
6750.02 ,46.35 ,12.68 
6898.84 ,46.47 ,12.77 
6787.49 ,46.63 ,12.70 
6842.61 ,46.75 ,12.74 
6800.55 ,46.87 ,12.71 
6989.80 ,46.95 ,12.83 
6938.73 ,47.08 ,12.80 
6958.16 ,47.19 ,12.81 
6983.26 ,47.29 ,12.82 
7139.48 ,47.38 ,12.92 
7153.72 ,47.52 ,12.93 
7081.45 ,47.65 ,12.89 
7317.79 ,47.74 ,13.02 
7248.57 ,47.90 ,12.98 
7285.27 ,48.02 ,13.01 
7343.08 ,48.14 ,13.04 
7442.64 ,48.26 ,13.10 
7431.00 ,48.39 ,13.09 
7542.29 ,48.52 ,13.16 
7617.07 ,48.66 ,13.20 
7648.97 ,48.81 ,13.22 
7708.47 ,48.96 ,13.25 
7754.29 ,49.11 ,13.28 
7815.57 ,49.26 ,13.32 
7740.82 ,49.41 ,13.28 
7873.13 ,49.51 ,13.35 
7936.06 ,49.63 ,13.39 
8078.22 ,49.77 ,13.46 
7970.86 ,49.93 ,13.41 
8117.26 ,50.04 ,13.49 
8153.31 ,50.18 ,13.51 
8253.91 ,50.31 ,13.56 
8335.66 ,50.46 ,13.61 
8405.84 ,50.62 ,13.65 
8380.49 ,50.78 ,13.63 
8445.04 ,50.91 ,13.67 
8489.86 ,51.04 ,13.69 
8670.78 ,51.17 ,13.79 
8671.33 ,51.33 ,13.79 
8691.59 ,51.48 ,13.80 
8920.79 ,51.61 ,13.92 
8863.36 ,51.80 ,13.89 
8938.93 ,51.95 ,13.93 
8965.51 ,52.10 ,13.95 
9042.98 ,52.24 ,13.99 
9186.79 ,52.37 ,14.06 
9136.52 ,52.53 ,14.04 
9363.47 ,52.66 ,14.15 
9387.04 ,52.83 ,14.16 
9381.31 ,53.00 ,14.16 
9491.55 ,53.14 ,14.21 
9523.34 ,53.28 ,14.23 
9710.21 ,53.42 ,14.32 
9758.91 ,53.59 ,14.35 
9750.91 ,53.76 ,14.34 
9857.51 ,53.90 ,14.40 
10014.89 ,54.04 ,14.47 
9994.84 ,54.22 ,14.46 
10082.93 ,54.36 ,14.51 
10158.21 ,54.51 ,14.54 
10171.00 ,54.65 ,14.55 
10311.27 ,54.78 ,14.61 
10527.39 ,54.92 ,14.71 
10385.65 ,55.11 ,14.65 
10639.65 ,55.23 ,14.77 
10733.13 ,55.41 ,14.81 
10627.46 ,55.59 ,14.77 
10872.77 ,55.71 ,14.87 
10843.44 ,55.88 ,14.86 
11037.53 ,56.01 ,14.95 
11017.88 ,56.18 ,14.94 
11194.42 ,56.32 ,15.02 
11272.92 ,56.48 ,15.06 
11357.17 ,56.65 ,15.09 
11298.61 ,56.81 ,15.07 
11401.18 ,56.93 ,15.12 
11667.27 ,57.05 ,15.23 
11647.83 ,57.23 ,15.22 
11572.68 ,57.38 ,15.19 
11773.93 ,57.47 ,15.28 
11913.31 ,57.60 ,15.34 
11920.53 ,57.75 ,15.34 
12200.37 ,57.88 ,15.46 
12198.14 ,58.06 ,15.46 
12255.98 ,58.23 ,15.48 
12346.84 ,58.38 ,15.52 
12335.27 ,58.52 ,15.52 
12568.73 ,58.64 ,15.61 
12577.43 ,58.80 ,15.62 
12734.08 ,58.93 ,15.68 
12877.30 ,59.09 ,15.74 
12788.56 ,59.26 ,15.71 
13012.63 ,59.38 ,15.80 
13036.97 ,59.53 ,15.81 
13109.73 ,59.66 ,15.84 
13341.71 ,59.79 ,15.93 
13415.30 ,59.96 ,15.96 
13424.96 ,60.12 ,15.96 
13449.99 ,60.26 ,15.97 
